^N225
Date,Time,Open,High,Low,Close
2026-06-02,13:10,65977.203125,66049.2578125,65920.1015625,65941.953125
2026-06-02,13:15,65950.90625,66000.1796875,65950.90625,65975.390625
2026-06-02,13:20,65973.75,66103.796875,65969.1171875,66093.75
2026-06-02,13:25,66094.59375,66161.9296875,66073.5625,66131.9375
2026-06-02,13:30,66133.9765625,66134.140625,66007.109375,66007.109375
2026-06-02,13:35,66001.8203125,66062.203125,65937.5078125,66062.203125
2026-06-02,13:40,66074.28125,66107.0703125,66021.7578125,66088.84375
2026-06-02,13:45,66088.578125,66194.75,66070.9375,66186.796875
2026-06-02,13:50,66192.109375,66248.953125,66139.578125,66227.7109375
2026-06-02,13:55,66227.1875,66305.9921875,66217.671875,66296.046875
2026-06-02,14:00,66298.3515625,66373.6015625,66298.3515625,66371.578125
2026-06-02,14:05,66365.2109375,66414.84375,66338.0703125,66414.84375
2026-06-02,14:10,66415.296875,66431.3984375,66375.546875,66431.3984375
2026-06-02,14:15,66433.2265625,66494.1875,66415.34375,66476.140625
2026-06-02,14:20,66477.390625,66541.9609375,66473.546875,66526.578125
2026-06-02,14:25,66526.953125,66605.2734375,66517.6484375,66570.96875
2026-06-02,14:30,66571.6484375,66636.078125,66571.1875,66624.6796875
2026-06-02,14:35,66639.0625,66657.890625,66533.546875,66585.296875
2026-06-02,14:40,66582.453125,66711.453125,66582.453125,66709.7421875
2026-06-02,14:45,66711.84375,66722.1796875,66622.5,66682.03125
2026-06-02,14:50,66684.0234375,66687.84375,66528.1015625,66539.3828125
2026-06-02,14:55,66549.1484375,66635.8984375,66476.3671875,66620.53125
2026-06-02,15:00,66619.7265625,66654.4921875,66580.9765625,66589.28125
2026-06-02,15:05,66588.21875,66657.890625,66584.9375,66649.953125
2026-06-02,15:10,66643.953125,66683.53125,66602.5625,66631.53125
2026-06-02,15:15,66628.796875,66650.9375,66602.203125,66646.703125
2026-06-02,15:20,66658.9609375,66675.9296875,66635.59375,66673.0
2026-06-02,15:25,66672.6484375,66672.6484375,66672.6484375,66672.6484375
2026-06-02,15:30,66734.2421875,66734.2421875,66734.2421875,66734.2421875
2026-06-03,09:00,67238.53125,67741.46875,67238.53125,67714.3515625
2026-06-03,09:05,67703.75,67801.953125,67474.6328125,67688.3125
2026-06-03,09:10,67665.3203125,67690.9765625,67451.5234375,67487.171875
